ccg,icb_name,year,month,emergency_admissions,elective_total,outpatient_first_total,outpatient_dna,gp_referrals,gp_appt_available,111_offered,111_answered,population,pop_65plus,pct_65plus,fx_asthma__qof_prevalence,fx_chd__qof_prevalence,fx_copd__qof_prevalence,fx_depression__qof_prevalence,fx_diabetes__qof_prevalence,fx_heart_failure__qof_prevalence,fx_hypertension__qof_prevalence,fx_deprivation_score__imd_2019,emergency_admissions_rate,gp_appt_available_rate,111_offered_rate,111_answered_rate,elective_total_rate,outpatient_first_total_rate,outpatient_dna_rate,gp_referrals_rate,month_num
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Jul,3810.0,4090.0,17100.0,1270.0,8120.0,115648.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,137.04395118213895,4159.805476722311,,,147.11542266009144,615.0791509749544,45.681317060712985,292.0726728606216,7
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Aug,3715.0,4235.0,16935.0,1285.0,7565.0,119604.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,133.62684478783365,4302.100980889382,,,152.3310061040311,609.144176711161,46.2208601756033,272.1095776096801,8
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Sep,3635.0,4330.0,17030.0,1305.0,7045.0,125726.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,130.74928150841868,4522.306510846615,,,155.7481124983364,612.5612831054663,46.94025099545704,253.40541629348266,9
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Oct,3760.0,4265.0,17405.0,1345.0,7385.0,155303.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,135.2454741325046,5586.1776247873295,,,153.41009233381172,626.049860977724,48.37903263516454,265.6350602309964,10
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,3705.0,4435.0,18920.0,1485.0,7920.0,140452.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,133.26714937790678,5051.9939715049295,,,159.5249143025686,680.5437155816454,53.41476837414078,284.8787646620841,11
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Nov,3705.0,4435.0,18920.0,1485.0,7920.0,140452.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,133.26714937790678,5051.9939715049295,,,159.5249143025686,680.5437155816454,53.41476837414078,284.8787646620841,11
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2022.0,Dec,3735.0,3820.0,14765.0,1325.0,6525.0,118318.0,,,27.8013,57626.0,20.72780769244604,7.23469,4.00697,2.82338,14.45318,8.01796,1.28349,16.0592,,134.3462356076874,4255.844151172787,,,137.40364659206583,531.0902727570293,47.65964181531079,234.70125497728523,12
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jan,3670.0,4175.0,17250.0,1190.0,6630.0,132953.0,,,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,129.40487859918338,4687.947363595975,,,147.21127197591022,608.2381896010662,41.959620036247465,233.7750259162359,1
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Feb,3325.0,4260.0,13150.0,1080.0,6375.0,122261.0,,,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,117.24011480716204,4310.9454665980265,,,150.20838769278507,463.6714314929867,38.080999696762404,224.78367876561143,2
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Mar,3830.0,4545.0,14050.0,1060.0,7230.0,139046.0,,,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,135.0465081838889,4902.787670218542,,,160.2575403905418,495.4055979069554,37.375795998674214,254.93113685888167,3
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Apr,3525.0,3675.0,10950.0,5095.0,5685.0,107480.0,20470.845021203353,20470.845021203353,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,124.29215178804397,3789.7646735259477,721.8057805971437,721.8057805971437,129.5811795237054,386.0990247032855,179.6506420879671,200.4541511815688,4
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,May,5545.0,6545.0,12095.0,1810.0,6085.0,119620.0,20919.44294288949,20919.44294288949,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,195.51772529495145,4217.82331826548,737.6234262635307,737.6234262635307,230.77791019936106,426.47193641883456,63.820934676981445,214.55822514333263,5
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jun,3790.0,4625.0,12790.0,1005.0,6605.0,131068.0,18670.208351790312,18670.208351790312,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,133.63610078771254,4621.481915051162,658.3149986879795,658.3149986879795,163.07835518289457,450.9777649273993,35.43648582893169,232.89352129362564,6
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Jul,3540.0,4190.0,11980.0,970.0,6500.0,121563.0,19164.39464695639,19164.39464695639,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,124.82105456161011,4286.333857534749,675.7400988327605,675.7400988327605,147.74017474947638,422.4170151548274,34.202379357277344,229.19120187866264,7
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Aug,3680.0,4320.0,11825.0,890.0,6410.0,124687.0,17558.393270711116,17558.393270711116,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,129.75748044822745,4396.486675176125,619.1121933496158,619.1121933496158,152.32399878704962,416.951686494644,31.381564564924577,226.01778523726577,8
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Sep,3530.0,4380.0,11900.0,865.0,6440.0,134910.0,16899.963931363895,16899.963931363895,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,124.46845271256602,4756.951545453904,595.8958530977445,595.8958530977445,154.4396098813142,419.5962003624747,30.500059942314337,227.07559078439806,9
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Oct,3805.0,4690.0,13300.0,1000.0,7340.0,159476.0,18487.646691781614,18487.646691781614,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,134.16500356127867,5623.153247815631,651.8778407996168,651.8778407996168,165.3702672016812,468.9604592286482,35.260184904409634,258.80975719836675,10
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Nov,3690.0,4925.0,13415.0,1075.0,7385.0,143359.0,18142.299150214418,18142.299150214418,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,130.11008229727156,5054.864847711261,639.7008226276741,639.7008226276741,173.65641065421747,473.01538049265525,37.90469877224036,260.39646551906515,11
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2023.0,Dec,3800.0,4140.0,10375.0,845.0,5330.0,115773.0,21569.96197085663,21569.96197085663,28.3606,58703.0,20.69878634443559,7.31973,3.95777,2.78661,15.16172,8.278,1.34249,16.67214,,133.9887026367566,4082.177386938217,760.5608474734889,760.5608474734889,145.9771655042559,365.82441838324996,29.794856244226143,187.93678554050337,12
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jan,4160.0,4760.0,13000.0,1000.0,6630.0,145973.0,20854.60764203576,20854.60764203576,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,144.14114744669203,5057.864354864417,722.5978545849969,722.5978545849969,164.93073602073414,450.4410857709126,34.6493142900702,229.7249537431654,1
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Feb,3935.0,4675.0,12230.0,755.0,6140.0,138926.0,19586.307611391112,19586.307611391112,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,136.34505173142622,4813.690637062292,678.6521282090847,678.6521282090847,161.98554430607817,423.7611137675585,26.160232289002998,212.74678974103102,2
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Mar,4265.0,4840.0,11320.0,785.0,5885.0,130696.0,21643.270305338036,21643.270305338036,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,147.7793254471494,4528.526780455015,749.9244750746012,749.9244750746012,167.70268116393976,392.23023776359463,27.199711717705107,203.91121459706312,3
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Apr,4015.0,4780.0,12635.0,1050.0,6370.0,135096.0,9285.917426806023,9285.917426806023,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,139.11699687463184,4680.983763331324,321.75067139304184,321.75067139304184,165.62372230653554,437.7940860550369,36.381780004573706,220.71613202774716,4
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,May,4255.0,4930.0,12705.0,1030.0,6305.0,132201.0,10082.002551547119,10082.002551547119,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,147.43283230424868,4580.673998461571,349.33447508184577,349.33447508184577,170.82111945004607,440.21953805534184,35.6887937187723,218.46392659889258,5
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jun,3955.0,4715.0,12090.0,960.0,5790.0,124012.0,9398.822474044418,9398.822474044418,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,137.03803801722762,4296.930763740185,325.6627538597402,325.6627538597402,163.371516877681,418.9102097669487,33.26334171846739,200.61952973950645,6
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Jul,3240.0,5105.0,13940.0,1165.0,7075.0,133675.0,9508.382186549825,9508.382186549825,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,112.26377829982744,4631.7470877251335,329.45892277186977,329.45892277186977,176.88474945080836,483.01144120357856,40.36645114793178,245.14389860224665,7
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Aug,3150.0,4870.0,12755.0,995.0,6090.0,117337.0,8841.928782712072,8841.928782712072,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,109.14534001372112,4065.6465908539667,306.3667693226084,306.3667693226084,168.74216059264185,441.95200376984536,34.476067718619845,211.0143240265275,8
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Sep,3165.0,5215.0,12980.0,935.0,6200.0,131725.0,8808.057268540553,8808.057268540553,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,109.66507972807217,4564.180924859496,305.19314458259885,305.19314458259885,180.6961740227161,449.74809948511114,32.397108861215635,214.8257485984352,9
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Oct,3425.0,5665.0,14355.0,1140.0,6690.0,174828.0,9976.62450745795,9976.62450745795,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,118.67390144349042,6057.670318704392,345.68319811292724,345.68319811292724,196.28836545324768,497.3909066339577,39.500218290680024,231.80391260056962,10
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Nov,3330.0,5235.0,13660.0,1100.0,6375.0,139324.0,9768.900128881383,9768.900128881383,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,115.38221658593376,4827.481064149741,338.4856908339183,338.4856908339183,181.3891603085175,473.3096332023589,38.11424571907722,220.8893785991975,11
00P,NHS NORTH EAST AND NORTH CUMBRIA ICB,2024.0,Dec,3290.0,4565.0,11275.0,1125.0,4925.0,121449.0,11186.276638564874,11186.276638564874,28.8606,59845.0,20.73588213689251,7.37993,3.90993,2.79892,15.16172,8.54366,1.42633,17.26088,,113.99624401433095,4208.124571214736,387.5968149853043,387.5968149853043,158.17411973417046,390.6710186205415,38.98047857632897,170.64787287859573,12
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Apr,2230.0,1990.0,5840.0,680.0,2515.0,,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,142.70356054982466,,,,127.34532981800497,373.7169478076126,43.51498707348914,160.94145954386056,4
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,May,2440.0,2405.0,6835.0,770.0,3075.0,,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,156.1420124401669,,,,153.90227045844318,437.3896127166151,49.27432359792152,196.77733125143985,5
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Jun,2410.0,2235.0,6540.0,805.0,3050.0,69822.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,154.22223359868943,4468.0932756546445,,,143.0235236900709,418.5117874420867,51.51406557964523,195.17751555020862,6
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Jul,2300.0,2210.0,6450.0,835.0,2810.0,70808.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,147.18304451327208,4531.190006911204,,,141.42370798883968,412.7524509176543,53.433844421122686,179.81928481838892,7
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Aug,2135.0,2235.0,6605.0,870.0,2995.0,71611.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,136.62426088514604,4582.576087234751,,,143.0235236900709,422.67130826528785,55.6735864028464,191.65792100749994,8
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Sep,2110.0,2190.0,6715.0,835.0,3125.0,78285.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,135.02444518391482,5009.662886835436,,,140.1438554278547,429.7104973507052,53.433844421122686,199.9769626539023,9
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Oct,2185.0,2235.0,6520.0,775.0,3185.0,81101.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,139.8238922876085,5189.866127422121,,,143.0235236900709,417.2319348811017,49.59428673816777,203.8165203368572,10
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Nov,2340.0,2300.0,7145.0,750.0,3475.0,81842.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,149.74274963524203,5237.284664806614,,,147.18304451327208,457.2273274118822,47.994471036936545,222.37438247113934,11
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Nov,2340.0,2300.0,7145.0,750.0,3475.0,81842.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,149.74274963524203,5237.284664806614,,,147.18304451327208,457.2273274118822,47.994471036936545,222.37438247113934,11
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2022.0,Dec,2325.0,2025.0,5705.0,690.0,2555.0,71253.0,,,15.6268,22792.0,14.58519978498477,7.53037,3.82391,2.44754,15.7774,7.56338,1.19225,15.65035,25.9982715274201,148.7828602145033,4559.6667263931195,,,129.58507179972867,365.077943020964,44.15491335398162,163.50116466583052,12
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Jan,2175.0,2300.0,6735.0,750.0,3100.0,77714.0,,,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,136.6300435331587,4881.869978453285,,,144.48234488563907,423.0819968716431,47.11380811488231,194.73707354151352,1
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Feb,2025.0,2285.0,6110.0,625.0,2985.0,71364.0,,,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,127.20728191018223,4482.973069747281,,,143.54006872334142,383.8204901092412,39.26150676240192,187.5129562972316,2
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Mar,2260.0,2430.0,7010.0,730.0,3350.0,81631.0,,,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,141.96960845284536,5127.92969363461,,,152.64873829221867,440.35705984709995,45.857439898485445,210.44167624647432,3
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Apr,2060.0,1985.0,6005.0,735.0,2590.0,58257.0,8472.628705039786,6758.3765002444225,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,129.40592628887674,3659.612159131598,532.2370707171843,424.5504714675274,124.6945454773885,377.2245569731577,46.17153195258466,162.69968402339356,4
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,May,2235.0,2400.0,7270.0,810.0,2975.0,69223.0,8367.787592050527,6663.3694503177485,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,140.39914818234928,4348.478852181997,525.6511186106154,418.5822795744523,150.76418596762338,456.68984666025915,50.88291276407289,186.88477218903316,5
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Jun,775.0,1390.0,3595.0,365.0,1630.0,71746.0,7431.676461961612,5880.603032391185,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,48.68426838537838,4506.9697026804615,466.84610506766245,369.4101371571644,87.31759103958187,225.83218689733587,22.928719949242723,102.39400963634422,6
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Jul,1510.0,1835.0,6060.0,775.0,2730.0,69075.0,7611.564810441196,6320.09397781953,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,94.85580033796305,4339.181727380661,478.146405244156,397.01825991868344,115.27178385441205,380.67956956824906,48.68426838537838,171.4942615381716,7
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Aug,1510.0,1930.0,6740.0,675.0,3195.0,70982.0,7240.87063669221,5939.982438595355,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,94.85580033796305,4458.976436814101,454.8599863490699,373.1402570903363,121.23953288229714,423.39608892574233,42.40242730339408,200.70482256939863,8
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Sep,1560.0,1915.0,7040.0,760.0,3385.0,84360.0,7592.438391179642,6132.913421560487,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,97.9967208789552,5299.361136761962,476.9449139814712,385.25987483811616,120.2972567199995,442.24161217169524,47.741992223080736,212.6403206251688,9
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Oct,1565.0,2205.0,7600.0,780.0,3540.0,80593.0,8088.933566563991,6518.275350385872,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,98.31081293305442,5062.724183203613,508.13395187883526,409.4676987973963,138.514595857754,477.4199222308074,48.9983604394776,222.3771743022445,10
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Nov,1545.0,2420.0,8160.0,745.0,3675.0,79687.0,7591.146628658709,6110.036724012353,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,97.05444471665756,5005.810703000835,476.8637675127496,383.82279705333616,152.02055418402026,512.5982322899195,46.79971606078309,230.8576597629233,11
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2023.0,Dec,1550.0,1920.0,7310.0,575.0,3350.0,66509.0,9118.801653817387,7538.809411681559,15.9189,22909.0,14.391069734717851,7.57723,3.76514,2.39512,16.69633,7.79712,1.24536,16.17516,25.9982715274201,97.36853677075676,4177.989685216943,572.828628474165,473.57602671551166,120.6113487740987,459.2025830930529,36.120586221409766,210.44167624647432,12
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2024.0,Jan,1505.0,2315.0,9060.0,795.0,4435.0,83134.0,8526.150769514476,7438.998434084731,16.254,23175.0,14.258028792912514,7.54712,3.73178,2.38124,16.69633,8.03491,1.33547,16.67047,25.9982715274201,92.59259259259258,5114.6794635166725,524.5570794582549,457.67186133165563,142.42647963578196,557.4012550756736,48.911037283130305,272.8559123907961,1
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2024.0,Feb,1495.0,2260.0,8570.0,675.0,4180.0,76597.0,8041.1574910953605,6953.963175809439,16.254,23175.0,14.258028792912514,7.54712,3.73178,2.38124,16.69633,8.03491,1.33547,16.67047,25.9982715274201,91.97735941921988,4712.501538082933,494.7186840836323,427.83088321701973,139.04269718223205,527.254829580411,41.5282392026578,257.16746646979203,2
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2024.0,Mar,1545.0,2400.0,7355.0,440.0,3490.0,72628.0,9035.114545810966,7913.160909610042,16.254,23175.0,14.258028792912514,7.54712,3.73178,2.38124,16.69633,8.03491,1.33547,16.67047,25.9982715274201,95.05352528608341,4468.315491571305,555.8702193805195,486.8439097828252,147.65596160944997,452.5039990156269,27.07025962839916,214.71637750707515,3
00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,2024.0,Apr,1555.0,2120.0,8195.0,645.0,3555.0,70487.0,3442.1383072773615,3233.3305026502794,16.254,23175.0,14.258028792912514,7.54712,3.73178,2.38124,16.69633,8.03491,1.33547,16.67047,25.9982715274201,95.66875845945613,4336.594069152208,211.77176739740133,198.9252185708305,130.42943275501415,504.18358557893436,39.68253968253968,218.71539313399776,4
